text,label
Your transfer of GHS 4956 to 0141 496 0496 was successful. Ref: TXN206989.,0
You won GHS 15865 prize! Click here to claim: https://mtn-claim.xyz/ref=b25a83 Confirm PIN now!,1
You have received GHS 519 from (0151)4960908. Ref: 738706c1. Balance: GHS 2849.,0
You won GHS 32069 prize! Click here to claim: https://mtn-claim.xyz/ref=84abfb Confirm PIN now!,1
URGENT! Wrong transfer of GHS 3784 to your number. Call 0553125728 immediately to return money!,1
You won GHS 54219 prize! Click here to claim: https://mtn-claim.xyz/ref=e06f97 Confirm PIN now!,1
Send back GHS 1163 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
Your transfer of GHS 1833 to (0808)1570773 was successful. Ref: TXN538416.,0
You have received GHS 501 from +44(0)115 496 0695. Ref: 0c576e21. Balance: GHS 513.,0
You have received GHS 583 from +44(0)909 879 0379. Ref: 680e153f. Balance: GHS 4801.,0
MTN MoMo Alert: Cash out of GHS 1715 successful at Lloyd-Lowe. New balance: GHS 451.,0
MTN MoMo Alert: Cash out of GHS 1680 successful at Hamilton-Phillips. New balance: GHS 4001.,0
MTN MoMo Alert: Cash out of GHS 565 successful at Thomas Ltd. New balance: GHS 4018.,0
Your transfer of GHS 1572 to (0808)1570995 was successful. Ref: TXN219501.,0
"MTN MoMo Alert: Cash out of GHS 844 successful at Jackson, Haynes and Lawrence. New balance: GHS 389.",0
You have received GHS 327 from +44(0)114 496 0916. Ref: 4b0d64ee. Balance: GHS 2926.,0
Send back GHS 2262 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
"MTN MoMo Alert: Cash out of GHS 1249 successful at Kent, Wilson and May. New balance: GHS 4590.",0
MTN MoMo Alert: Cash out of GHS 848 successful at Baldwin LLC. New balance: GHS 5739.,0
Your transfer of GHS 849 to 0909 879 0772 was successful. Ref: TXN336306.,0
You have received GHS 892 from (0115) 4960772. Ref: b535f375. Balance: GHS 2872.,0
Your transfer of GHS 1017 to (0141)4960070 was successful. Ref: TXN896667.,0
Your transfer of GHS 116 to +44(0)121 496 0676 was successful. Ref: TXN798848.,0
Your transfer of GHS 4183 to +44(0)1414960039 was successful. Ref: TXN758927.,0
Your transfer of GHS 1673 to (0161) 4960192 was successful. Ref: TXN421801.,0
Your transfer of GHS 3740 to 0808 157 0795 was successful. Ref: TXN335685.,0
URGENT! Wrong transfer of GHS 3730 to your number. Call 0557419366 immediately to return money!,1
Send back GHS 2761 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
MTN MoMo Alert: Cash out of GHS 877 successful at Wilson-Wilkins. New balance: GHS 1246.,0
Your transfer of GHS 3874 to (01632) 960778 was successful. Ref: TXN750249.,0
Send back GHS 2116 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
MTN MoMo Alert: Cash out of GHS 778 successful at Coleman-Williams. New balance: GHS 1189.,0
Your transfer of GHS 2413 to 01164960790 was successful. Ref: TXN224287.,0
Your transfer of GHS 4198 to (0114)4960745 was successful. Ref: TXN343751.,0
You have received GHS 76 from +44808 1570595. Ref: 8c2a67f9. Balance: GHS 3958.,0
Your transfer of GHS 603 to +441174960251 was successful. Ref: TXN787837.,0
You have received GHS 273 from 029 2018 0270. Ref: 201feb86. Balance: GHS 4460.,0
Send back GHS 847 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
You have received GHS 436 from +44113 4960598. Ref: e73fd918. Balance: GHS 3969.,0
MTN MoMo Alert: Cash out of GHS 1767 successful at Smith-Smith. New balance: GHS 2091.,0
Send back GHS 2559 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
You have received GHS 959 from 0808 157 0409. Ref: 2063d9f5. Balance: GHS 4994.,0
Send back GHS 2931 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
MTN MoMo Alert: Cash out of GHS 1020 successful at Johnson Ltd. New balance: GHS 6125.,0
Your transfer of GHS 3400 to +44(0)1914960129 was successful. Ref: TXN897360.,0
MTN MoMo Alert: Cash out of GHS 154 successful at Wilson-Johnson. New balance: GHS 6055.,0
MTN MoMo Alert: Cash out of GHS 364 successful at Johnson-Williamson. New balance: GHS 4466.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0249864270!,1
URGENT! Wrong transfer of GHS 3099 to your number. Call 0558507215 immediately to return money!,1
Your transfer of GHS 2109 to +44(0)116 4960608 was successful. Ref: TXN757580.,0
Send back GHS 2399 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
"MTN MoMo Alert: Cash out of GHS 188 successful at Kennedy, Ellis and Jones. New balance: GHS 8909.",0
You have received GHS 398 from +441414960507. Ref: 801f5f53. Balance: GHS 3206.,0
MTN MoMo Alert: Cash out of GHS 1991 successful at Wood-Moore. New balance: GHS 7646.,0
You have received GHS 636 from +441144960820. Ref: be3bc227. Balance: GHS 2261.,0
You have received GHS 212 from 0117 496 0707. Ref: 78804826. Balance: GHS 3033.,0
Your transfer of GHS 585 to (0306) 9990954 was successful. Ref: TXN830016.,0
You won GHS 83750 prize! Click here to claim: https://mtn-claim.xyz/ref=68bdac Confirm PIN now!,1
Your transfer of GHS 586 to 0161 496 0407 was successful. Ref: TXN724938.,0
MTN MoMo Alert: Cash out of GHS 1668 successful at Stone Inc. New balance: GHS 1895.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0245360100!,1
MTN MoMo Alert: Cash out of GHS 1396 successful at Rees-Booth. New balance: GHS 8919.,0
You have received GHS 940 from 0191 4960390. Ref: b277577c. Balance: GHS 3172.,0
MTN MoMo Alert: Cash out of GHS 226 successful at Bond-Richardson. New balance: GHS 2258.,0
Your transfer of GHS 345 to (028) 9018 0962 was successful. Ref: TXN943951.,0
Send back GHS 472 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0248862018!,1
You have received GHS 871 from (029) 2018930. Ref: 69f1374c. Balance: GHS 4801.,0
Your transfer of GHS 1424 to +44115 496 0695 was successful. Ref: TXN348736.,0
Your transfer of GHS 4328 to +44(0)191 496 0146 was successful. Ref: TXN172209.,0
You have received GHS 470 from (0306)9990369. Ref: efdb96a0. Balance: GHS 4712.,0
MTN MoMo Alert: Cash out of GHS 945 successful at Hughes-Smith. New balance: GHS 4223.,0
MTN MoMo Alert: Cash out of GHS 1369 successful at Wilson Ltd. New balance: GHS 5639.,0
MTN MoMo Alert: Cash out of GHS 1064 successful at Long-Stanley. New balance: GHS 564.,0
Send back GHS 1601 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
You have received GHS 971 from +44(0)114 4960505. Ref: 212bec74. Balance: GHS 648.,0
You have received GHS 589 from +44131 496 0780. Ref: e362b953. Balance: GHS 1091.,0
Your transfer of GHS 2384 to 0131 4960899 was successful. Ref: TXN473752.,0
You have received GHS 64 from +442074960463. Ref: e0cba606. Balance: GHS 3048.,0
URGENT! Wrong transfer of GHS 1690 to your number. Call 0558832463 immediately to return money!,1
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0244939248!,1
You have received GHS 237 from +44(0)808 157 0376. Ref: e9536462. Balance: GHS 1186.,0
MTN MoMo Alert: Cash out of GHS 54 successful at Watson-Parker. New balance: GHS 7310.,0
"MTN MoMo Alert: Cash out of GHS 385 successful at Charlton, Riley and Morris. New balance: GHS 8083.",0
You have received GHS 466 from 01632 960 875. Ref: 9567579c. Balance: GHS 1723.,0
Your transfer of GHS 2417 to +44191 4960417 was successful. Ref: TXN245405.,0
URGENT! Wrong transfer of GHS 4875 to your number. Call 0555043258 immediately to return money!,1
You have received GHS 308 from 0909 879 0646. Ref: e5f3c378. Balance: GHS 3715.,0
You won GHS 73259 prize! Click here to claim: https://mtn-claim.xyz/ref=311751 Confirm PIN now!,1
You have received GHS 226 from +441134960284. Ref: 906525da. Balance: GHS 4620.,0
Your transfer of GHS 1017 to +44(0)909 879 0772 was successful. Ref: TXN951668.,0
MTN MoMo Alert: Cash out of GHS 52 successful at Walker-Vincent. New balance: GHS 8397.,0
Your transfer of GHS 3354 to +4429 2018071 was successful. Ref: TXN931358.,0
You have received GHS 749 from +44289018743. Ref: 778039cb. Balance: GHS 4801.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0244362858!,1
Your transfer of GHS 4871 to +44(0)1914960173 was successful. Ref: TXN841110.,0
You have received GHS 399 from 01134960204. Ref: 72cbff98. Balance: GHS 4627.,0
Send back GHS 1443 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
"MTN MoMo Alert: Cash out of GHS 942 successful at Chambers, Owens and Bennett. New balance: GHS 3592.",0
Your transfer of GHS 883 to (0306) 999 0625 was successful. Ref: TXN126708.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0249594856!,1
MTN MoMo Alert: Cash out of GHS 1686 successful at Gray Group. New balance: GHS 512.,0
"MTN MoMo Alert: Cash out of GHS 298 successful at Singh, Porter and Martin. New balance: GHS 1421.",0
Your transfer of GHS 1431 to +44(0)9098790279 was successful. Ref: TXN850839.,0
You have received GHS 20 from 01414960388. Ref: 5f6391ff. Balance: GHS 1171.,0
URGENT! Wrong transfer of GHS 1679 to your number. Call 0558982290 immediately to return money!,1
You have received GHS 154 from +44(0)161 496 0150. Ref: 198bc153. Balance: GHS 4966.,0
You have received GHS 191 from 01632 960115. Ref: 3381c626. Balance: GHS 4349.,0
URGENT! Wrong transfer of GHS 4918 to your number. Call 0554537651 immediately to return money!,1
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0241072523!,1
"MTN MoMo Alert: Cash out of GHS 672 successful at Hussain, Moran and Clark. New balance: GHS 252.",0
"MTN MoMo Alert: Cash out of GHS 170 successful at Marshall, Walton and Jones. New balance: GHS 4375.",0
"MTN MoMo Alert: Cash out of GHS 51 successful at Burton, Hill and Hicks. New balance: GHS 5248.",0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0244568291!,1
You have received GHS 402 from (0121) 496 0119. Ref: 559161ba. Balance: GHS 4186.,0
You won GHS 95756 prize! Click here to claim: https://mtn-claim.xyz/ref=ffc378 Confirm PIN now!,1
You have received GHS 880 from 0292018158. Ref: 4e5a4263. Balance: GHS 2143.,0
You have received GHS 182 from 0151 496 0167. Ref: c33f13cc. Balance: GHS 1640.,0
Your transfer of GHS 2940 to +4428 9018394 was successful. Ref: TXN982554.,0
Your transfer of GHS 3439 to +44(0)151 496 0414 was successful. Ref: TXN631484.,0
You have received GHS 87 from +44(0)909 879 0148. Ref: 30ac71b9. Balance: GHS 2881.,0
You have received GHS 230 from 01632 960241. Ref: c79759e1. Balance: GHS 4020.,0
You have received GHS 463 from +44(0)28 9018 0458. Ref: c827b38f. Balance: GHS 2002.,0
MTN MoMo Alert: Cash out of GHS 1148 successful at Kemp-Jones. New balance: GHS 4650.,0
Your transfer of GHS 4791 to (029) 2018911 was successful. Ref: TXN143811.,0
MTN MoMo Alert: Cash out of GHS 340 successful at Barber and Sons. New balance: GHS 2890.,0
"MTN MoMo Alert: Cash out of GHS 844 successful at Todd, Green and Curtis. New balance: GHS 140.",0
You won GHS 15161 prize! Click here to claim: https://mtn-claim.xyz/ref=036840 Confirm PIN now!,1
Your transfer of GHS 1615 to 0141 496 0639 was successful. Ref: TXN592357.,0
You have received GHS 220 from +44(0)306 9990519. Ref: d2232a48. Balance: GHS 4084.,0
URGENT! Wrong transfer of GHS 1349 to your number. Call 0555408123 immediately to return money!,1
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0244537882!,1
Your transfer of GHS 3683 to 0151 496 0702 was successful. Ref: TXN572518.,0
MTN MoMo Alert: Cash out of GHS 377 successful at Morton-Jones. New balance: GHS 2086.,0
You have received GHS 425 from (0115)4960263. Ref: 5ca96f3d. Balance: GHS 1138.,0
Your transfer of GHS 3645 to 01164960907 was successful. Ref: TXN348275.,0
Send back GHS 899 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
You won GHS 48087 prize! Click here to claim: https://mtn-claim.xyz/ref=56bf33 Confirm PIN now!,1
"MTN MoMo Alert: Cash out of GHS 807 successful at Turner, Ward and Slater. New balance: GHS 8726.",0
Your transfer of GHS 4826 to +44113 4960758 was successful. Ref: TXN466724.,0
You have received GHS 189 from +44118 496 0568. Ref: 9e10085c. Balance: GHS 1705.,0
URGENT! Wrong transfer of GHS 1537 to your number. Call 0557581908 immediately to return money!,1
You have received GHS 230 from +44(0)808 1570083. Ref: 24328e79. Balance: GHS 1855.,0
You won GHS 35806 prize! Click here to claim: https://mtn-claim.xyz/ref=511520 Confirm PIN now!,1
MTN MoMo Alert: Cash out of GHS 1019 successful at Reynolds-Weston. New balance: GHS 7420.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0241010737!,1
Send back GHS 1265 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
You won GHS 94344 prize! Click here to claim: https://mtn-claim.xyz/ref=357211 Confirm PIN now!,1
URGENT! Wrong transfer of GHS 1901 to your number. Call 0556601919 immediately to return money!,1
Send back GHS 1458 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
URGENT! Wrong transfer of GHS 4569 to your number. Call 0556526285 immediately to return money!,1
Your transfer of GHS 1236 to +44115 496 0554 was successful. Ref: TXN140011.,0
URGENT! Wrong transfer of GHS 3309 to your number. Call 0554488994 immediately to return money!,1
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0246892864!,1
MTN MoMo Alert: Cash out of GHS 606 successful at Pearce Group. New balance: GHS 8712.,0
Send back GHS 2223 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
MTN MoMo Alert: Cash out of GHS 1177 successful at Baker-Walker. New balance: GHS 169.,0
Your transfer of GHS 1320 to 0131 4960440 was successful. Ref: TXN591031.,0
Send back GHS 1598 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
Your transfer of GHS 553 to +4429 2018980 was successful. Ref: TXN563523.,0
You won GHS 79644 prize! Click here to claim: https://mtn-claim.xyz/ref=53b638 Confirm PIN now!,1
"MTN MoMo Alert: Cash out of GHS 1487 successful at Anderson, Lewis and Spencer. New balance: GHS 9082.",0
Your transfer of GHS 4165 to +44(0)1914960059 was successful. Ref: TXN930240.,0
You won GHS 44946 prize! Click here to claim: https://mtn-claim.xyz/ref=96896c Confirm PIN now!,1
MTN MoMo Alert: Cash out of GHS 1057 successful at Parker-Wilson. New balance: GHS 7841.,0
URGENT! Wrong transfer of GHS 1953 to your number. Call 0555989733 immediately to return money!,1
MTN MoMo Alert: Cash out of GHS 1306 successful at Moore Inc. New balance: GHS 8376.,0
MTN MoMo Alert: Cash out of GHS 881 successful at James-Smith. New balance: GHS 6929.,0
MTN MoMo Alert: Cash out of GHS 199 successful at Little Inc. New balance: GHS 1042.,0
Your transfer of GHS 489 to (0118)4960440 was successful. Ref: TXN772141.,0
Send back GHS 243 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
You have received GHS 816 from (0113) 4960481. Ref: ff2a907d. Balance: GHS 4264.,0
Send back GHS 2662 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
"MTN MoMo Alert: Cash out of GHS 1059 successful at Owen, Wells and Thompson. New balance: GHS 7210.",0
"MTN MoMo Alert: Cash out of GHS 1036 successful at Jones, Fisher and Marshall. New balance: GHS 3588.",0
URGENT! Wrong transfer of GHS 739 to your number. Call 0554927212 immediately to return money!,1
Your transfer of GHS 1557 to 01214960166 was successful. Ref: TXN671059.,0
Your transfer of GHS 2014 to +44(0)28 9018 0433 was successful. Ref: TXN807160.,0
You have received GHS 634 from +44(0)161 496 0388. Ref: a191baf3. Balance: GHS 773.,0
"MTN MoMo Alert: Cash out of GHS 572 successful at Jones, Patel and Adams. New balance: GHS 6970.",0
MTN MoMo Alert: Cash out of GHS 1360 successful at Miah-Miles. New balance: GHS 3554.,0
You won GHS 62405 prize! Click here to claim: https://mtn-claim.xyz/ref=8a4789 Confirm PIN now!,1
You have received GHS 720 from +44116 4960948. Ref: df233747. Balance: GHS 2713.,0
Send back GHS 2421 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
Your transfer of GHS 1676 to +44113 496 0627 was successful. Ref: TXN747349.,0
You have received GHS 621 from 0808 1570252. Ref: d7cf9e71. Balance: GHS 1291.,0
You have received GHS 308 from 029 2018 0515. Ref: 2c1611f3. Balance: GHS 1759.,0
Your transfer of GHS 1123 to +44191 496 0610 was successful. Ref: TXN813078.,0
Your transfer of GHS 3694 to +44(0)151 4960345 was successful. Ref: TXN546839.,0
You won GHS 76524 prize! Click here to claim: https://mtn-claim.xyz/ref=f4ed74 Confirm PIN now!,1
"MTN MoMo Alert: Cash out of GHS 617 successful at Berry, Turner and Edwards. New balance: GHS 5542.",0
You won GHS 20442 prize! Click here to claim: https://mtn-claim.xyz/ref=90e00b Confirm PIN now!,1
Your transfer of GHS 1359 to +44(0)1632 960262 was successful. Ref: TXN260472.,0
You have received GHS 805 from 0141 496 0410. Ref: ddd4097f. Balance: GHS 4399.,0
Your transfer of GHS 4569 to +44(0)151 496 0279 was successful. Ref: TXN370181.,0
Your transfer of GHS 3614 to +44(0)117 496 0695 was successful. Ref: TXN530757.,0
Your transfer of GHS 2943 to 01632 960 537 was successful. Ref: TXN140098.,0
Your transfer of GHS 2628 to 029 2018962 was successful. Ref: TXN292850.,0
Your transfer of GHS 2605 to +44(0)1164960887 was successful. Ref: TXN863626.,0
Your transfer of GHS 2576 to 0113 4960016 was successful. Ref: TXN207236.,0
Your transfer of GHS 3064 to 0118 496 0212 was successful. Ref: TXN945387.,0
You have received GHS 51 from +44(0)28 9018934. Ref: f5f5edcc. Balance: GHS 4438.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0249848928!,1
You have received GHS 478 from (0909)8790983. Ref: 9353c1fc. Balance: GHS 4071.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0247080166!,1
You have received GHS 255 from +44191 496 0882. Ref: ea540136. Balance: GHS 2871.,0
You have received GHS 960 from 0909 8790616. Ref: 0c36091f. Balance: GHS 1030.,0
Your transfer of GHS 2504 to +44(0)191 4960016 was successful. Ref: TXN172865.,0
Your transfer of GHS 2597 to +44(0)161 496 0113 was successful. Ref: TXN910550.,0
Your transfer of GHS 371 to (0306) 999 0871 was successful. Ref: TXN964260.,0
Your transfer of GHS 435 to +44(0)115 496 0412 was successful. Ref: TXN414195.,0
MTN MoMo Alert: Cash out of GHS 642 successful at Ward Group. New balance: GHS 1210.,0
"MTN MoMo Alert: Cash out of GHS 1180 successful at Sykes, Collins and Thornton. New balance: GHS 6060.",0
You have received GHS 642 from +441414960186. Ref: 97c09afc. Balance: GHS 4068.,0
Your transfer of GHS 777 to +44(0)1632 960234 was successful. Ref: TXN174277.,0
Your transfer of GHS 944 to 0161 4960799 was successful. Ref: TXN368637.,0
You have received GHS 398 from +441134960709. Ref: ba634b80. Balance: GHS 949.,0
"MTN MoMo Alert: Cash out of GHS 1832 successful at Burke, Naylor and Smith. New balance: GHS 8520.",0
"MTN MoMo Alert: Cash out of GHS 417 successful at Walker, Marsh and Hayes. New balance: GHS 1542.",0
"MTN MoMo Alert: Cash out of GHS 1699 successful at Little, Barnes and Ward. New balance: GHS 3320.",0
You have received GHS 93 from +44(0)118 496 0248. Ref: 44e9991a. Balance: GHS 4453.,0
You have received GHS 101 from +44(0)116 496 0442. Ref: 3f977db3. Balance: GHS 3915.,0
"MTN MoMo Alert: Cash out of GHS 928 successful at Watkins, Barker and Doyle. New balance: GHS 9124.",0
"MTN MoMo Alert: Cash out of GHS 935 successful at Watts, Booth and Baxter. New balance: GHS 8558.",0
"MTN MoMo Alert: Cash out of GHS 1353 successful at Bray, Reid and Evans. New balance: GHS 9326.",0
URGENT! Wrong transfer of GHS 4057 to your number. Call 0553941900 immediately to return money!,1
MTN MoMo Alert: Cash out of GHS 761 successful at Smith PLC. New balance: GHS 3505.,0
Your transfer of GHS 1541 to +44909 8790600 was successful. Ref: TXN457273.,0
MTN MoMo Alert: Cash out of GHS 1614 successful at Williams PLC. New balance: GHS 2795.,0
You have received GHS 193 from +44(0)1144960209. Ref: 8c8a33af. Balance: GHS 1843.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0244247438!,1
MTN MoMo Alert: Cash out of GHS 174 successful at Brennan-Clayton. New balance: GHS 2102.,0
You have received GHS 926 from 029 2018847. Ref: c103f7bb. Balance: GHS 505.,0
You have received GHS 153 from +44(0)1614960510. Ref: 5193f7d6. Balance: GHS 983.,0
You have received GHS 311 from +443069990000. Ref: 834e17b6. Balance: GHS 1599.,0
Send back GHS 1154 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
Send back GHS 2502 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
Send back GHS 827 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
Your transfer of GHS 4232 to 01314960439 was successful. Ref: TXN551654.,0
You have received GHS 678 from +44(0)808 1570663. Ref: 3f8c3a99. Balance: GHS 4587.,0
Your transfer of GHS 840 to (0151) 496 0906 was successful. Ref: TXN272183.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0242243088!,1
Your transfer of GHS 1883 to 01154960574 was successful. Ref: TXN843468.,0
MTN MoMo Alert: Cash out of GHS 158 successful at Smith-Roberts. New balance: GHS 8219.,0
You have received GHS 116 from +441632 960429. Ref: 828b776d. Balance: GHS 2379.,0
You won GHS 63383 prize! Click here to claim: https://mtn-claim.xyz/ref=59935a Confirm PIN now!,1
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0241621784!,1
URGENT! Wrong transfer of GHS 2423 to your number. Call 0556996365 immediately to return money!,1
MTN MoMo Alert: Cash out of GHS 1004 successful at Mellor-Wood. New balance: GHS 5255.,0
"MTN MoMo Alert: Cash out of GHS 1773 successful at Bruce, Storey and Barber. New balance: GHS 9059.",0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0247283120!,1
Your transfer of GHS 3371 to 0114 496 0988 was successful. Ref: TXN687378.,0
URGENT! Wrong transfer of GHS 1515 to your number. Call 0551660287 immediately to return money!,1
URGENT! Wrong transfer of GHS 2138 to your number. Call 0556432148 immediately to return money!,1
You won GHS 69004 prize! Click here to claim: https://mtn-claim.xyz/ref=aac0e2 Confirm PIN now!,1
Your transfer of GHS 4067 to +44(0)28 9018475 was successful. Ref: TXN715711.,0
Your transfer of GHS 3552 to +44141 496 0564 was successful. Ref: TXN973895.,0
You have received GHS 640 from (01632) 960956. Ref: 57333d7f. Balance: GHS 1506.,0
Your transfer of GHS 2926 to (0117) 4960525 was successful. Ref: TXN172102.,0
Your transfer of GHS 106 to 0306 999 0303 was successful. Ref: TXN332838.,0
You have received GHS 164 from 0115 496 0142. Ref: 63df4dcf. Balance: GHS 1017.,0
You have received GHS 460 from 0113 4960143. Ref: 3fcc71b9. Balance: GHS 1295.,0
MTN MoMo Alert: Cash out of GHS 1648 successful at Harris LLC. New balance: GHS 8087.,0
You have received GHS 490 from +44(0)191 496 0819. Ref: 850bb529. Balance: GHS 2460.,0
"MTN MoMo Alert: Cash out of GHS 1118 successful at Barber, Patel and Clark. New balance: GHS 8830.",0
You have received GHS 845 from +44(0)20 74960379. Ref: 0f5754c8. Balance: GHS 2345.,0
Your transfer of GHS 620 to +44306 999 0586 was successful. Ref: TXN849206.,0
MTN MoMo Alert: Cash out of GHS 476 successful at Hall-Miller. New balance: GHS 7680.,0
You have received GHS 17 from 0909 879 0102. Ref: fc346753. Balance: GHS 2507.,0
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0241294729!,1
MTN MoMo Alert: Cash out of GHS 741 successful at Banks Ltd. New balance: GHS 5460.,0
Your transfer of GHS 4995 to (0131) 496 0865 was successful. Ref: TXN400285.,0
Your transfer of GHS 4164 to +44131 496 0335 was successful. Ref: TXN785205.,0
You have received GHS 185 from 0121 496 0195. Ref: 399294ac. Balance: GHS 3343.,0
Your transfer of GHS 2171 to 0292018591 was successful. Ref: TXN449079.,0
Your transfer of GHS 991 to 029 2018 0160 was successful. Ref: TXN156271.,0
"MTN MoMo Alert: Cash out of GHS 203 successful at Atkinson, Hunt and Simmons. New balance: GHS 2348.",0
Your transfer of GHS 1457 to (0131) 4960002 was successful. Ref: TXN568109.,0
"MTN MoMo Alert: Cash out of GHS 1621 successful at Wilson, Jones and Hall. New balance: GHS 4613.",0
You won GHS 12826 prize! Click here to claim: https://mtn-claim.xyz/ref=8f50f5 Confirm PIN now!,1
Your transfer of GHS 4242 to +44(0)113 4960452 was successful. Ref: TXN486153.,0
MTN MoMo Alert: Cash out of GHS 1026 successful at Tucker Inc. New balance: GHS 4308.,0
You have received GHS 508 from +44161 4960631. Ref: c5cda03b. Balance: GHS 4482.,0
You have received GHS 146 from 01314960270. Ref: f6496613. Balance: GHS 3307.,0
Your transfer of GHS 4664 to +4420 7496 0206 was successful. Ref: TXN924170.,0
Send back GHS 2067 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
URGENT! Wrong transfer of GHS 1616 to your number. Call 0554099264 immediately to return money!,1
You have received GHS 998 from +44(0)808 157 0024. Ref: 307be6a0. Balance: GHS 2903.,0
You have received GHS 345 from +44141 4960167. Ref: d65c9b8b. Balance: GHS 3329.,0
MTN MoMo Alert: Cash out of GHS 115 successful at Williams LLC. New balance: GHS 6180.,0
You won GHS 36445 prize! Click here to claim: https://mtn-claim.xyz/ref=3791c4 Confirm PIN now!,1
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0248470762!,1
You have received GHS 173 from 0292018530. Ref: e415c75a. Balance: GHS 882.,0
MTN MoMo Alert: Cash out of GHS 1159 successful at Hardy-Goodwin. New balance: GHS 914.,0
You have received GHS 773 from +44117 496 0027. Ref: 7095abdb. Balance: GHS 4539.,0
Send back GHS 620 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
Your transfer of GHS 1740 to (0909)8790260 was successful. Ref: TXN248777.,0
Your transfer of GHS 995 to +44(0)20 74960944 was successful. Ref: TXN576190.,0
"MTN MoMo Alert: Cash out of GHS 69 successful at Jones, Jones and Nicholson. New balance: GHS 4628.",0
You have received GHS 345 from 0808 1570723. Ref: d1cde448. Balance: GHS 3636.,0
Your transfer of GHS 4892 to 0113 4960739 was successful. Ref: TXN238644.,0
Your transfer of GHS 960 to +44(0)1134960540 was successful. Ref: TXN163326.,0
You have received GHS 340 from +443069990916. Ref: 2ceff54d. Balance: GHS 1671.,0
MTN MoMo Alert: Cash out of GHS 528 successful at Robinson LLC. New balance: GHS 3519.,0
Send back GHS 1116 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
Your transfer of GHS 2453 to (0116)4960724 was successful. Ref: TXN726132.,0
MTN MoMo Alert: Cash out of GHS 1405 successful at Lambert-Edwards. New balance: GHS 8400.,0
Send back GHS 3000 sent by mistake. Do not use it! Reply with your PIN to reverse.,1
"MTN MoMo Alert: Cash out of GHS 205 successful at Gordon, Lees and Robinson. New balance: GHS 4320.",0
You won GHS 92668 prize! Click here to claim: https://mtn-claim.xyz/ref=816a92 Confirm PIN now!,1
MoMo security alert: Unusual activity. Verify your account: https://secure-momo-gh.com/login?pin=required Call 0244278393!,1
You have received GHS 382 from +44115 496 0943. Ref: f581c74f. Balance: GHS 4981.,0
You have received GHS 452 from +44(0)141 496 0479. Ref: ab87403d. Balance: GHS 1222.,0
